0	PF
1	PF
10	PF
100	PF
1000	PF
1001	PF
1002	PF
1003	PF
1004	PF
1005	PF
1006	PF
1007	PF
1008	PF
1009	PF
101	TF
1010	PF
1011	PF
1012	PF
1013	PF
1014	PF
1015	PF
1016	PF
1017	PF
1018	PF
1019	PF
102	PF
1020	PF
1021	PF
1022	PF
1023	PF
1024	PF
1025	PF
1026	PF
1027	PF
1028	PF
1029	PF
103	PF
1030	PF
1031	PF
1032	PF
1033	PF
1034	PF
1035	PF
1036	TF
1037	TF
1038	TF
1039	TF
104	PF
1040	TF
1041	PF
1042	TF
1043	TF
1044	TF
1045	TF
1046	TF
1047	TF
1048	PF
1049	PF
105	PF
1050	PF
1051	PF
1052	TF
1053	PF
1054	PF
1055	PF
1056	PF
1057	PF
1058	PF
1059	PF
106	PF
1060	PF
1061	PF
1062	PF
1063	PF
1064	PF
107	PF
108	PF
109	PF
11	PF
110	PF
111	PF
112	PF
113	PF
114	PF
115	PF
116	PF
117	PF
118	PF
119	PF
12	PF
120	PF
121	PF
122	PF
123	PF
124	PF
125	PF
126	PF
127	PF
128	PF
129	PF
13	PF
130	PF
131	PF
132	PF
133	PF
134	PF
135	PF
136	PF
137	PF
138	PF
139	PF
14	PF
140	PF
141	PF
142	PF
143	PF
144	PF
145	PF
146	PF
147	PF
148	PF
149	PF
15	PF
150	PF
151	PF
152	PF
153	PF
154	PF
155	PF
156	PF
157	PF
158	PF
159	PF
16	PF
160	PF
161	PF
162	PF
163	PF
164	PF
165	PF
166	PF
167	PF
168	PF
169	PF
17	PF
170	PF
171	PF
172	PF
173	PF
174	PF
175	PF
176	PF
177	PF
178	PF
179	PF
18	PF
180	PF
181	PF
182	PF
183	PF
184	PF
185	PF
186	PF
187	PF
188	PF
189	PF
19	PF
190	PF
191	PF
192	PF
193	PF
194	PF
195	PF
196	PF
197	PF
198	PF
199	PF
2	PF
20	PF
200	PF
201	PF
202	PF
203	PF
204	PF
205	PF
206	PF
207	PF
208	PF
209	PF
21	PF
210	PF
211	PF
212	PF
213	PF
214	PF
215	PF
216	PF
217	PF
218	PF
219	PF
22	PF
220	PF
221	PF
222	PF
223	PF
224	PF
225	PF
226	PF
227	PF
228	PF
229	PF
23	PF
230	PF
231	PF
232	PF
233	TF
234	TF
235	TF
236	PF
237	PF
238	PF
239	PF
24	PF
240	TF
241	PF
242	PF
243	PF
244	PF
245	PF
246	PF
247	PF
248	PF
249	PF
25	PF
250	PF
251	PF
252	PF
253	PF
254	PF
255	PF
256	PF
257	PF
258	PF
259	PF
26	PF
260	PF
261	PF
262	PF
263	PF
264	PF
265	PF
266	PF
267	PF
268	PF
269	PF
27	PF
270	PF
271	PF
272	PF
273	PF
274	PF
275	PF
276	PF
277	PF
278	PF
279	PF
28	PF
280	TF
281	TF
282	TF
283	TF
284	TF
285	TF
286	PF
287	PF
288	PF
289	PF
29	PF
290	PF
291	PF
292	PF
293	PF
294	PF
295	PF
296	PF
297	PF
298	PF
299	PF
3	PF
30	PF
300	PF
301	PF
302	PF
303	PF
304	PF
305	PF
306	PF
307	PF
308	PF
309	PF
31	PF
310	PF
311	PF
312	PF
313	PF
314	PF
315	PF
316	PF
317	PF
318	PF
319	PF
32	TF
320	TF
321	PF
322	PF
323	PF
324	PF
325	PF
326	PF
327	PF
328	PF
329	PF
33	TF
330	PF
331	PF
332	PF
333	TF
334	TF
335	TF
336	PF
337	PF
338	PF
339	PF
34	TF
340	PF
341	PF
342	PF
343	PF
344	PF
345	PF
346	PF
347	PF
348	PF
349	PF
35	TF
350	PF
351	PF
352	PF
353	PF
354	PF
355	TF
356	TF
357	TF
358	TF
359	PF
36	TF
360	PF
361	PF
362	PF
363	PF
364	PF
365	PF
366	PF
367	PF
368	PF
369	PF
37	PF
370	PF
371	PF
372	PF
373	PF
374	TF
375	TF
376	TF
377	PF
378	PF
379	PF
38	PF
380	PF
381	PF
382	PF
383	PF
384	PF
385	PF
386	PF
387	PF
388	PF
389	PF
39	PF
390	PF
391	PF
392	PF
393	PF
394	PF
395	PF
396	TF
397	PF
398	PF
399	PF
4	PF
40	PF
400	PF
401	TF
402	PF
403	PF
404	PF
405	TF
406	TF
407	PF
408	PF
409	PF
41	PF
410	PF
411	PF
412	PF
413	PF
414	PF
415	PF
416	PF
417	PF
418	PF
419	PF
42	PF
420	PF
421	PF
422	PF
423	PF
424	PF
425	PF
426	PF
427	TF
428	PF
429	PF
43	PF
430	PF
431	PF
432	PF
433	PF
434	PF
435	PF
436	PF
437	PF
438	PF
439	PF
44	PF
440	PF
441	PF
442	TF
443	TF
444	TF
445	TF
446	TF
447	TF
448	TF
449	TF
45	PF
450	TF
451	TF
452	TF
453	TF
454	PF
455	PF
