2	303|
9	83|
19	139|
10	79|
27	93|
7	85|13|83|34|75|79|
23	300|
34	147|
35	186|
36	29|
42	25|
54	47|
60	15|
55	162|
61	15|17|
64	190|
50	157|
73	188|
49	152|N|173|184|236|190|9|162|15|183|189|185|186|187|
63	83|
82	83|
78	15|173|236|190|185|9|162|
83	64|
86	106|
84	38|
95	152|
85	83|
53	90|281|83|79|81|
26	77|45|N|75|74|46|38|
93	83|81|
104	90|
123	79|
116	20|26|19|25|28|
134	36|
124	85|73|
136	72|
96	81|
141	77|72|267|266|49|
106	61|13|335|77|47|34|38|
143	81|
142	74|158|
145	190|
122	152|
153	15|
156	85|72|90|73|83|
161	217|
162	188|
171	157|
172	83|
190	79|
186	303|
192	335|301|307|236|216|93|88|234|
205	236|
206	9|
194	83|
184	79|
203	2|
217	190|
229	61|77|
238	190|
242	64|9|
187	173|83|162|
244	189|
204	76|78|79|
262	47|46|
263	46|
261	83|
276	170|162|
277	1|
288	1|
286	87|83|81|
308	74|
303	87|83|81|
298	83|81|
305	51|
307	183|
329	55|
328	15|
321	158|
316	157|10|9|158|
331	22|
333	183|
334	152|
343	203|
347	88|
254	87|83|79|
354	257|
367	83|81|
368	83|
374	157|
377	19|22|
379	300|
378	10|9|
363	46|
387	37|
388	83|
390	64|
404	92|
419	80|79|
397	85|73|75|86|74|88|
406	73|
447	83|79|
446	87|83|81|
451	19|22|
455	189|
459	19|
462	19|22|79|
467	83|
475	36|
476	83|79|
483	297|
512	83|
533	83|
526	162|
535	15|
548	257|
539	92|24|72|46|297|38|93|210|1|205|197|90|316|47|209|203|61|13|206|211|303|34|75|74|216|248|187|
536	9|
508	183|189|190|185|186|
517	297|
559	162|
562	9|
540	83|
543	83|
563	19|
574	36|
568	9|
644	49|
