2327	351|348|352|
2344	201|
2351	249|
2346	57|
2353	249|
2354	30|
2343	186|
2333	N|107|120|112|155|110|119|127|201|157|154|
2369	186|
2371	17|14|15|492|493|
2368	289|315|439|307|309|314|313|
2362	307|309|308|
2359	309|87|
2350	185|
2357	487|376|
2295	110|
2374	112|
2379	116|120|121|123|106|110|115|119|112|118|70|117|108|
2392	286|285|
2380	110|108|
2348	297|289|317|296|298|320|318|
2400	186|
2403	17|31|14|30|19|32|20|
2404	574|
2419	310|
2418	310|
2431	350|731|315|353|355|295|267|304|
2417	17|286|32|412|444|
2436	26|15|
2437	76|
2438	282|
2467	350|
2543	70|72|68|N|376|
2508	376|
