2123	466|
2638	132|
2658	906|1035|870|904|888|921|1029|1033|925|851|897|1024|854|924|898|846|
2681	465|
2695	724|
2707	759|
2709	976|1050|139|651|743|927|
2718	489|
2722	567|
2727	701|
2746	743|739|736|
2754	743|736|
2751	870|279|904|N|278|275|851|
2773	N|
2786	627|
2789	339|338|
2792	350|
2794	457|154|158|165|151|238|728|456|
2802	492|487|485|474|494|473|
2814	110|237|108|627|
2816	528|432|
2819	1046|534|530|535|1029|528|432|
2784	344|336|278|338|817|
2806	1046|534|535|1029|528|
2818	10|25|6|31|8|
2817	432|
2834	1035|510|
2840	449|
2846	869|894|
2845	49|
2850	959|966|933|
2851	849|869|889|
2847	976|
2854	302|
2856	422|528|
2755	147|139|1035|842|146|N|
2866	139|134|842|870|893|138|
2827	660|663|
2881	147|191|229|189|151|180|197|201|179|139|145|199|158|192|171|144|
2891	327|328|331|681|329|
2892	354|339|351|338|350|
2888	147|166|139|165|151|144|
2895	465|529|424|681|549|474|
2893	489|1032|496|817|
2872	701|
2886	141|
2907	64|
2900	291|304|302|N|
2908	300|295|
2909	43|
2913	300|295|
2914	134|
2918	139|
2904	544|961|973|966|
2920	539|
2902	147|154|146|
2922	147|154|158|140|165|151|146|487|144|494|
2923	63|66|49|65|67|54|62|
2924	434|
2935	465|
2929	809|
2940	302|
2932	714|633|49|575|807|628|811|730|93|812|
2941	526|
2947	93|
2931	147|139|
2948	975|927|
2953	544|
2925	147|347|146|280|718|646|324|323|371|162|253|139|158|252|335|346|157|
2954	1036|974|1009|
2844	392|
2869	913|1017|460|651|890|1039|911|43|776|922|
2957	529|
2965	485|
2966	492|
2967	492|
2969	475|482|265|159|
2972	729|
2974	492|
2975	460|
2978	422|842|904|911|851|863|
