2409	366|
2411	107|100|102|108|99|
2415	45|27|48|31|32|49|
2425	32|
2416	61|64|32|44|
2433	215|
2454	515|
2456	104|106|
2445	133|125|131|642|123|126|132|601|741|121|
2459	133|123|132|
2465	363|309|
2473	366|
2480	N|320|323|293|74|326|317|
2481	504|543|
2483	287|
2488	263|
2490	293|
2450	303|365|
2494	309|
2496	77|
2498	517|
2505	323|326|
2523	74|
2528	307|
2534	93|32|317|475|
2539	74|
2541	N|N|74|
2550	365|
2553	200|
2556	282|
2560	87|
2563	337|N|343|N|74|
2562	343|
2570	543|
2585	476|477|305|478|
2517	130|293|
2597	133|119|N|132|N|N|591|N|125|131|642|130|N|N|134|136|126|N|N|N|N|N|127|N|N|135|N|
